id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
431476,Hollywood Retreat-Central-Walkable,1343997,Hollywood,,Hollywood,34.10411495546587,-118.32430564749848,Entire home/apt,139,7,2,2014-03-28,0.1,3,350
3168377,Quaint Craftsman in Altadena,8986910,Jen And Jeff,,Altadena,34.17729756119059,-118.12704187955303,Entire home/apt,250,3,4,2015-03-30,0.4,1,339
2870996,LA/Hollywood room w/private entry,14674852,Arlene And Brian,,Mount Washington,34.117067676905,-118.21841530879523,Private room,69,1,2,2015-02-16,0.4,2,329
3896813,Charming East Village Studio,19110598,Coralie,,Long Beach,33.768613075736525,-118.18485936819617,Entire home/apt,100,2,76,2015-05-22,8.3,15,313
256622,TRULY AMAZING CHARMING TOWNHOME!   ,1350196,Shannah,,West Hollywood,34.090993272113835,-118.36160683272976,Entire home/apt,155,7,16,2015-04-08,0.4,1,271
4030751,Silverlake Serenity W/ Parking.,1148678,Sharaya,,Silver Lake,34.08292449962979,-118.27674664287373,Entire home/apt,165,1,22,2015-05-10,2.9,3,325
290057,Spacious 1BR Del Rey Apartment,112125,Teresa,,Del Rey,33.98952800259732,-118.423852894454,Entire home/apt,110,4,12,2013-09-27,0.3,1,303
2094568,Charming Room in Pasadena Home,7247965,Marla,,Pasadena,34.16093457064706,-118.10354600757083,Private room,99,1,2,2015-02-28,0.1,2,338
4979650,Charming Beverly Hills Studio+ ,25671225,Ari,,Beverly Hills,34.06299353662968,-118.39684697410635,Entire home/apt,90,3,1,2015-05-12,1,1,290
3667941,Cozy beach area condo ,18606629,Oriana,,Santa Monica,34.011487731564124,-118.47940887658271,Private room,135,1,2,2014-08-28,0.2,1,281
1130027,Echo Park Mid-Century Retreat ,1410198,Karen,,Echo Park,34.08042372179997,-118.26381662234427,Entire home/apt,140,3,6,2014-08-01,0.3,1,287
5930009,sweet family home in silver lake,17845965,Lara,,Silver Lake,34.08851466649947,-118.27180737984466,Entire home/apt,300,3,0,,,1,230
3135916,Summer Rental/Echo Park,15906329,Michelle,,Echo Park,34.080170245637945,-118.25404885358643,Entire home/apt,90,20,0,,,1,340
1219999,1 bdr open in apt in Santa Monica,4483360,Dani,,Santa Monica,34.014453541320115,-118.47967891942508,Private room,90,1,10,2015-01-10,0.8,1,0
3570745,Private room,6006271,Jon,,Burbank,34.174446220428415,-118.35614045823702,Private room,65,3,2,2014-10-30,0.2,1,326
3371507,Casa de Los Conquistadores,6089344,E.R.,,Woodland Hills,34.174549403491966,-118.62680938669563,Entire home/apt,150,3,3,2015-03-28,0.3,3,303
3891142,Ocean Front Luxury & Walk to Shops,2674672,Koorosh And Christy,,Santa Monica,34.00475250602383,-118.49076891470497,Entire home/apt,300,6,12,2015-01-11,1.3,3,328
3091567,Bright Beach Cottage w/ Ocean View ,14898773,Summer,,Santa Monica,34.00180113409468,-118.48084212438557,Entire home/apt,245,1,41,2015-05-14,3.6,1,271
6120414,"Beautiful Beach Hut, Steps to Beach",18846286,Venea,,Hermosa Beach,33.87555781520127,-118.40678042113673,Entire home/apt,200,3,0,,,1,7
358566,AMAZING ROOM IN ♥ LA W/ BALCONY,1792541,Michael,,East Hollywood,34.07993570806113,-118.28798310169219,Private room,94,1,54,2015-05-22,3.0,2,322
440208,Charming & Romantic B&B /Retreat,649540,Ciel/Red,,Topanga,34.08963804760954,-118.59898956602427,Entire home/apt,250,1,83,2015-05-17,2.3,2,357
4572828,Beach Apartment: 10 seconds to sand,19540017,Nikolas,,Manhattan Beach,33.891523726883435,-118.41601274713767,Entire home/apt,175,1,0,,,2,167
4098939,4 Bed 3 Bath NoOwnerOnSite Spacious,21259865,Ying,,Rolling Hills Estates,33.77987736807251,-118.37291967303993,Entire home/apt,199,2,21,2015-04-23,3.0,1,302
4519574,Comfortable 1 BDRM heart of WEHO,11818974,Chris,,Beverly Grove,34.08339268143123,-118.37376864957412,Entire home/apt,135,1,12,2015-05-15,2.1,1,306
1257183,5 Minutes From Downtown Los Angeles,6602626,Zarah,,Boyle Heights,34.04783597595199,-118.22176641737428,Private room,50,3,78,2015-05-16,3.5,2,231
428076,PRIME SUNSET PLAZA APARTMENT - WEHO,2126890,Adam,,West Hollywood,34.0910065678077,-118.38231816338075,Private room,89,2,112,2015-05-18,3.3,2,328
5336338,Canyon Living - Hollywood Hills ,12154565,Andrew,,Hollywood Hills,34.113894004975634,-118.32123921556963,Entire home/apt,200,7,1,2015-02-26,0.3,1,365
2737088,Indoor Tree House Venice and bikes!,10913448,Scott,,Venice,34.00121430441467,-118.46176928467756,Shared room,59,1,23,2015-03-23,2.4,11,362
9140,Cityplace Lofts-Heart of Long Beach,28350,Wendell & Team,,Long Beach,33.770656632261236,-118.19049368348986,Private room,65,1,134,2015-05-13,4.9,1,328
784928,"Nice, Basic, Near Beach/Attractions",2590255,Robert,,Long Beach,33.77701195649912,-118.20007834219157,Private room,50,1,9,2014-11-16,0.3,1,330
1985445,Furnitured One bedroom Apt. 獨立一房公寓,190703,Jocelyn,,Hacienda Heights,33.990887010941044,-117.93617274431361,Entire home/apt,85,3,0,,,3,365
1135010,Studio Loft in the Arts District,1311988,Pia-Louise,,Downtown,34.042385935335965,-118.2389562809255,Entire home/apt,150,3,15,2015-04-16,0.6,1,329
5310449,one bed one bath,27510202,Jialan,,Glendale,34.161407080678245,-118.25876839619355,Private room,1015,1,0,,,1,85
4268477,"Sea, Green N Breeze, Relax to Ease",22158938,Sara,,Santa Monica,34.02860828239048,-118.51253739582795,Entire home/apt,159,3,0,,,1,356
2407612,PrivateBED&BATH|HollywoodBlvd|Blue,12307208,Adam,,Hollywood,34.10327063209695,-118.33571349839325,Private room,74,1,37,2015-04-23,2.4,6,329
251271,Hotel-Like Room w Parking & Gym,1173084,Anthony,,Hollywood,34.095987709778434,-118.35322198440615,Private room,61,2,4,2015-05-19,0.1,1,317
3406381,Heart of Hollywood on Hollywood,17180550,Tarniesha,,Los Feliz,34.102953886733935,-118.30479249360783,Entire home/apt,80,1,0,,,1,358
6237941,STUNNING OCEANVIEW PENTHOUSE,32371886,Dolly,,Santa Monica,34.02197001942605,-118.50730629469135,Entire home/apt,700,7,0,,,1,0
5970915,Alhambra 3 bedrooms apt w/parking,30997401,Celia,,Alhambra,34.09680320418956,-118.1487197573082,Entire home/apt,105,2,4,2015-05-20,4,1,34
4094503,Private 1bd casita-style/Hollywood!,17945439,Anne,,Sherman Oaks,34.15179281609639,-118.43914403817921,Entire home/apt,99,1,2,2014-11-29,0.3,6,357
4978602,House With Parking,25175180,Kyle,,Sawtelle,34.0368090890839,-118.45880034850968,Shared room,69,1,1,2015-03-02,0.4,1,365
288428,Beautiful cozy private room + bath,1705379,Mariko,,Van Nuys,34.190755091894204,-118.48172060411466,Private room,58,2,42,2015-04-29,1.0,1,365
6092843,Charming Room in Heart of WEHO :),3295742,Michelle,,Beverly Grove,34.0862296117718,-118.36200293089932,Private room,75,3,0,,,2,303
4349762,Stunning Filmmaker's Beach House,2332197,Ashley,,Venice,33.99438990595456,-118.4546275632242,Entire home/apt,460,1,0,,,1,362
5297600,Prime Film Location,1437107,Christina,,Panorama City,34.225896834370936,-118.43448199378997,Entire home/apt,500,1,0,,,2,365
5716928,Private room near downtown/beach,4725531,Megan,,Long Beach,33.77191147362421,-118.17889159313988,Private room,50,1,14,2015-05-23,7.1,2,322
1067239,Loft Photo Art Film,5871074,Paul,,Downtown,34.03335691322222,-118.26523520721722,Entire home/apt,1000,1,12,2015-02-25,0.6,2,365
6027124,Charming House Close to Beach,12337653,Dave & Rina,,El Segundo,33.921591296432524,-118.41670514623038,Entire home/apt,125,1,2,2015-05-12,2,1,360
1065682,1906 Venice Beach Charmer.,5862257,Michael And Leah,,Venice,33.993504760738446,-118.47793248108665,Entire home/apt,400,4,3,2014-06-16,0.1,1,155
6249236,Condo In beautiful Sherman Oaks CA,18425632,Mike,,Sherman Oaks,34.160465361877584,-118.4444658534323,Private room,85,1,0,,,1,365
826938,Beach Cottage Style Garden Studio,68295,Oliver,,Santa Monica,34.024091463060614,-118.50004333391493,Entire home/apt,135,3,3,2015-05-01,0.1,1,205
3962118,Hollywood Guest Suite - Blue Studio,20532746,Monique,,West Hollywood,34.09002807032091,-118.37813430479453,Entire home/apt,89,3,12,2015-04-28,1.4,4,337
932354,Modern Venice Guest Cottage Too! ,2566215,Jo-Ann,,Venice,33.9931556678809,-118.46185611324861,Entire home/apt,200,1,64,2015-03-01,2.3,5,323
5263308,Venice Beach charming apt : ),19987914,Devin,,Venice,33.99340228214134,-118.45398751425044,Entire home/apt,125,1,4,2015-05-19,3.5,1,333
1605656,Historic Live / Work Artist Loft,4293210,Leanna & Jeremy,,Lincoln Heights,34.07595956545535,-118.22434741551697,Entire home/apt,180,1,11,2015-04-14,0.6,1,365
5535085,Los Feliz Oasis Villa w/ Pool & Spa,16262088,William,,Los Feliz,34.099367991935,-118.28360055488531,Entire home/apt,215,1,0,,,3,6
4326799,28th Floor Highrise Loft w/Views!,22413933,Gary,,Westlake,34.05136905814573,-118.26337901025538,Entire home/apt,195,2,0,,,1,197
4942101,Beautiful Beverly Hills Gem!,17875277,Derek,,Beverly Hills,34.066531337178844,-118.39629408391308,Entire home/apt,170,2,11,2015-05-19,2.9,1,288
4304007,"DownTown Historic Loft, Great View!",22339916,Colby,,Downtown,34.04627438328797,-118.25191258575515,Entire home/apt,150,1,4,2015-05-21,2.7,1,352
339123,Rocking Hollywood Loft: guest BR,1397408,Jeremy,,Hollywood,34.095717844405435,-118.34555014602414,Private room,63,2,37,2014-10-28,1.0,2,325
2933253,Culver City is the New Brooklyn!,2808043,Stephane,,Mid-City,34.03570509045573,-118.36668505960293,Private room,75,3,4,2014-09-29,0.3,1,244
15091,****Cute Bedroom in Venice Beach! 1,59169,J Man!,,Venice,33.99127237188748,-118.46943743680815,Private room,59,2,51,2015-05-10,0.7,4,278
6105699,Luxury 2B2B Apt (Gated Community),31680589,Long Stay,,Industry,33.99109987877916,-117.91829842930873,Entire home/apt,125,1,0,,,6,287
2882493,West Hollywood Luxury Living ,10610123,Cara,,Beverly Hills,34.064299471122055,-118.3732973166585,Private room,60,2,7,2014-08-15,0.6,2,365
4848580,Quiet Cottage,22783140,Conor,,Santa Monica,34.0143985784757,-118.48074718612564,Entire home/apt,109,2,2,2015-01-13,0.4,1,133
791016,Hollywood Private Apt Best Location,4167432,Mary,,West Hollywood,34.09422872263032,-118.34640827832068,Entire home/apt,115,3,10,2015-03-25,1.0,1,288
3373163,Nice cozy bedroom and bathroom,11001440,Bilal,,Carson,33.81984176621795,-118.268036770562,Private room,52,1,9,2015-05-19,0.9,1,355
2915487,Cozy Beach Bungalow ,6510054,Michelle,,Manhattan Beach,33.88140905987879,-118.40806158594503,Entire home/apt,185,1,0,,,1,335
1622172,"6S-典雅,和舒適-精緻套房-商務旅遊 渡假遊學-交通餐廳超市便利",3097566,Steve,,San Gabriel,34.08100159423869,-118.099512452612,Private room,55,2,6,2015-05-23,0.3,11,362
2452557,"Beautiful ,Clean, Modern 2B/2B!",9712611,Victoria,,Santa Monica,34.015274755089834,-118.49470026882979,Entire home/apt,440,3,20,2015-05-02,1.5,1,330
5110366,Peridot Penthouse Hollywood Hills,3475436,Live Luxe,,Hollywood,34.10149385291325,-118.34749794865455,Entire home/apt,189,3,1,2015-03-19,0.4,12,358
1961167,Stay in the real LA / walk to train,4253174,Leslie,,Baldwin Hills/Crenshaw,34.01883434583744,-118.34260441586402,Private room,88,1,0,,,1,319
4181563,SWEET STAY CALIFORNIA,19419286,Hilda,,Carson,33.82901769755099,-118.25367474854743,Private room,65,1,0,,,3,359
1039388,Beautiful NoHo Arts Dist 2BD House,5722677,Bernard,,North Hollywood,34.179371840100856,-118.3841501499266,Entire home/apt,125,2,16,2015-05-07,0.7,1,129
1084348,Hollywood Hills - Starry Eyed View,5962219,Peter,,Hollywood Hills,34.110329026610756,-118.33100764292847,Entire home/apt,379,3,28,2015-05-15,1.1,1,320
5916288,Bright and Charming 1BD w/parking,26391275,Eliza,,East Hollywood,34.07996912494176,-118.28503381624164,Entire home/apt,85,1,3,2015-05-22,3,1,212
1978793,Sunny bedroom in gorgeous beach pad,4492771,Jane,,Venice,33.98509334895797,-118.47070463639074,Private room,135,1,24,2015-05-04,1.4,3,161
3851987,Ocean Front View-Redondo Village ,19864205,Susan,,Redondo Beach,33.82083250454452,-118.3878024784482,Entire home/apt,225,2,10,2015-05-15,1.1,1,280
1105101,SHARE HUGE LOFT/STUDIO--JAPAN ROOM,2012415,Mike & Kiyoe,,West Adams,34.0257039748819,-118.34129456476228,Private room,44,5,7,2015-05-02,0.3,7,288
3100543,Travelers Guestroom in private home,6836024,Mary,,Long Beach,33.785968265057534,-118.14323624754252,Private room,65,1,4,2015-04-06,0.4,3,250
1793286,"Cozy, Furnished 1Br/1Bth Apt ",1806881,Howie,,Los Feliz,34.10153836893605,-118.28377204134019,Entire home/apt,60,2,1,2014-12-21,0.2,1,174
277038,Great Pasadena Historical Landmark ,244186,Albert,,Pasadena,34.15191101657912,-118.10601018346523,Private room,70,2,26,2015-05-17,0.6,6,280
6304327,The Hollywood Loft: @ Walk of Fame,3503584,Brad,,Hollywood,34.09984002522081,-118.34252768083954,Entire home/apt,289,3,1,2015-05-17,1,1,262
5490756,Malibu Condo On The Water Oceanview,23075467,Sarah,,Malibu,34.038611817697024,-118.65087573378503,Entire home/apt,499,1,0,,,4,362
5959415,Private bedroom near Hollywood,26976808,Dhalia,,Mid-Wilshire,34.0635312981786,-118.34882974038665,Private room,60,1,0,,,3,325
1520407,Hollywood Small Private Room A,2324191,Elisabeth,,East Hollywood,34.086881422940586,-118.30719242836103,Private room,50,1,16,2014-12-29,0.7,13,328
687797,"Central Location, Bright Apartment!",176913,Sean & Emily,,Glendale,34.149213997242974,-118.2444082940717,Shared room,65,1,23,2015-05-19,0.8,1,365
6337411,Amazing flat in Hollywood,91136,Debora,,Hollywood,34.09983727490811,-118.34434513075561,Entire home/apt,160,2,1,2015-05-22,1,10,353
2012058,Amazing Studio loft in Downtown LA,10351937,Christina & Travis,,Downtown,34.045631530327746,-118.2513219112586,Private room,149,2,3,2014-08-20,0.2,1,354
3325093,Luxury Apartment Close to Studios,10833046,Jeff,,Burbank,34.1537675811037,-118.3469136502744,Private room,95,1,0,,,1,319
1828585,"Clean and Stylish, Best Location",524106,Javier,,Hollywood,34.099140153616865,-118.35306784040687,Private room,79,2,2,2015-01-15,0.2,1,294
5606265,Charming Room 5 min to the Beach,29063740,Robert,,Torrance,33.80857884803669,-118.35426717486322,Private room,59,1,0,,,1,345
1007258,Centrally Located Studio Apartment ,2410125,Jen And Mark,,Baldwin Hills/Crenshaw,34.00729855235094,-118.34834541785415,Entire home/apt,79,3,71,2015-05-17,2.8,1,276
4517855,Great 1 Bd/1 Ba in West Hollywood,23422877,Sergio,,Fairfax,34.087056765158955,-118.34686809859349,Entire home/apt,109,1,28,2015-05-10,5.8,8,38
5884269,Lovely large room in quiet area,30557925,Nick,,Pico-Robertson,34.06116136132441,-118.3805759115474,Private room,80,1,1,2015-05-13,1,1,295
4882259,Private Floor/Porch in Modern Home,3301321,Nik,,Eagle Rock,34.13321729823416,-118.19924905503233,Private room,120,1,0,,,1,127
61578,Space B,298123,Michael,,Venice,33.99200637886761,-118.4698958772318,Entire home/apt,600,4,4,2014-07-07,0.1,1,113
5059808,Tranquile Second home,20556776,Omar,,Sylmar,34.31292858615258,-118.42682450934484,Private room,55,1,1,2015-02-06,0.3,2,339
3421417,West Hollywood Studio,17246133,Charles,,Fairfax,34.08614793777074,-118.34869669665714,Entire home/apt,80,1,3,2015-03-30,0.5,1,220
772710,Cute Separate Guest Studio/Cottage,899508,Rosemary,,Eagle Rock,34.137199962146504,-118.20447023300925,Entire home/apt,74,1,113,2015-05-09,3.7,3,309
5885372,Magnificent Oasis Near Zuma Beach,30564725,Buddha,,Malibu,34.02325823246714,-118.80606773836595,Entire home/apt,795,2,2,2015-04-27,1.4,2,320
286742,Echo Park  Victorian-Modern retreat,1491889,Fortuna,,Echo Park,34.0695267571697,-118.25373397102162,Entire home/apt,155,2,25,2014-06-01,0.6,4,184
2290005,"Beach duplex, front unit",4016427,Jeff,,El Segundo,33.92159238718706,-118.41655370386292,Entire home/apt,99,2,8,2015-04-05,0.5,2,137
4616597,Upper Level Master Bedroom ,11028275,Yi,,Alhambra,34.06980921931192,-118.12169169932031,Private room,49,1,1,2014-11-26,0.2,6,331
323997,Creative Bright Venice Beach Oasis,1658507,"Christina, Alex & Baby Nova",,Venice,33.99249256272995,-118.46975787010702,Entire home/apt,150,1,23,2015-04-10,0.6,1,356
1226155,Silver Lake Garden Getaway,4163838,Visperd,,Silver Lake,34.08168498758666,-118.28430583856291,Entire home/apt,150,5,24,2015-05-01,1.0,3,357
3010996,Charming Hollywood Studio,15342122,Leonardo,,Hollywood,34.10270111234123,-118.3325979223659,Shared room,121,1,0,,,1,365
1833064,The Wookie Den,9350329,Andrew,,Sawtelle,34.041844099097496,-118.46568474523725,Shared room,99,1,1,2013-10-27,0.1,1,365
5202135,Lovely Palos Verdes Estates Getaway,26593851,Denise,,Palos Verdes Estates,33.780496214474574,-118.40785047980768,Entire home/apt,650,3,3,2015-04-22,1.1,1,325
5327724,Hollywood Oasis - Silver Lake!!!,14727082,Philip,,East Hollywood,34.093041163074304,-118.2873177006567,Entire home/apt,129,1,4,2015-04-27,1.5,9,290
4750911,Living room w bed great crash pad!,22967831,Madelaine,,Pico-Robertson,34.05714116612326,-118.3793108728541,Shared room,80,1,0,,,2,365
1084649,Zen Home In Trendy Neighborhood,5963850,Lisa,,Studio City,34.15065004455473,-118.3782291863249,Entire home/apt,125,2,66,2015-04-19,2.7,1,283
4616698,The Grand Budapest Studio,18607480,Magnolia,,Mid-Wilshire,34.06567911850627,-118.34853357067259,Entire home/apt,200,1,0,,,1,161
4134255,Private Room in Upscale L.A. Home,21446670,Michael,,View Park-Windsor Hills,34.00219063789418,-118.34179878947782,Private room,105,1,0,,,1,365
546483,Venice California Vacation Home,2686805,Rainer,,Venice,33.99214166530803,-118.46714167436593,Entire home/apt,200,1,42,2015-05-02,1.3,1,330
4541430,Hip architectural home near beach,1985607,Maria Luz,,Venice,33.999878843291334,-118.46690456883015,Entire home/apt,195,1,17,2015-04-29,3.8,2,0
6451873,Home with yard close to everything,11365455,Alexandra,,Mid-City,34.043150378331276,-118.37590271950066,Entire home/apt,250,10,0,,,1,31
6119923,Lovely Beachwood Canyon Apartment,6492718,Joanna,,Hollywood Hills,34.11049655687815,-118.32023754396093,Entire home/apt,132,14,0,,,1,92
5466126,1914 Bungalow Private Room Sofa Bed,27912981,Charles,,Echo Park,34.08351861917122,-118.2634569891875,Private room,55,1,0,,,1,361
4861781,Prime location in Hollywood Hills!,3473619,Patricia,,Hollywood Hills,34.10857186563462,-118.32217287095015,Private room,59,14,0,,,1,71
6187504,Stylish one bedroom in Brentwood,32094500,Georgina,,Brentwood,34.05087570507729,-118.46124013848667,Entire home/apt,160,1,0,,,1,1
106350,(#189) Best Rental in West LA!!,49765,Mike,,Beverly Grove,34.06486120046511,-118.36201193553534,Entire home/apt,300,5,1,2011-06-10,0.0,2,326
2539492,"SilverLake, Los Angeles Artist Flat",12355331,Larimie,,Silver Lake,34.093660192975534,-118.27796025465246,Entire home/apt,115,7,5,2014-10-18,0.4,2,352
3104869,"Ocean View, steps from Pier & Sand ",14551055,Brian & Kaelee,,Manhattan Beach,33.885903526178375,-118.41138135100785,Entire home/apt,250,2,4,2014-07-07,0.3,1,142
2380122,Mid Century Eaton Canyon Retreat,12159170,Andrea,,Altadena,34.18996093135947,-118.11420333222532,Private room,149,1,0,,,1,365
1187558,Charming Studio Apt in Mid Wilshire,6493951,Fiona,,Mid-Wilshire,34.06218173321712,-118.35046135791933,Entire home/apt,109,5,1,2015-01-04,0.2,1,328
4232979,Christmas and New Years in Venice!,12610414,Robert,,Venice,34.00102987978404,-118.45830789336833,Entire home/apt,149,1,0,,,1,210
3916399,"Large Studio Steps to Beach,Venice ",20286677,Daniel,,Venice,33.98979989136679,-118.4743030815962,Entire home/apt,130,1,6,2015-04-21,0.7,1,365
527471,Private BR & BA in heart of WeHo,2592256,Jordan,,West Hollywood,34.09118502662257,-118.37128225340423,Private room,105,3,1,2015-04-19,0.8,1,365
53945,Cheerful Beverly Hills Apartment,239905,Michael,,Carthay,34.06131535394446,-118.37030381985468,Entire home/apt,130,7,124,2015-05-01,2.3,1,353
3890397,Stunning DTLA Loft w/ Private Roof,7131891,Sally,,Downtown,34.05188637384276,-118.24386154381232,Entire home/apt,150,2,0,,,1,353
2329164,Tranquil hill retreat-1bd apt+Patio,4575998,Dashiel,,Mount Washington,34.10750673540339,-118.22042802605283,Entire home/apt,89,1,8,2015-04-11,2.7,1,306
6491146,Sterling Westwood Towers,33525817,Scarlett,,Veterans Administration,34.061651103425724,-118.45175755768369,Entire home/apt,100,2,0,,,2,27
3945173,Spacious Manhattan Beach Home /1036,8705420,Wili,,Manhattan Beach,33.87797617558095,-118.40463067378036,Entire home/apt,325,7,0,,,7,313
